ID,Title,Description,Views,Pages,Uploader,Upload Date,Thumbnail URL
503487135,RPP Matematika,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang pembelajaran eksponen/bilangan berpangkat untuk siswa kelas X di SMK Negeri 1 Driyorejo. RPP ini mencakup kompetensi dasar, tujuan pembelajaran, alat dan sumber belajar, kegiatan pembelajaran, dan penilaian. Pembelajaran akan dilaksanakan secara online melalui modul, video, dan tugas di Google Classroom.",0,16,Wildan 21,"April 19, 2021",https://imgv2-2-f.scribdassets.com/img/document/503487135/298x396/4342b40a3a/0?v=1
603099192,RPP Matematika Kelas 6,"Rangkuman singkat dari dokumen Rencana Pelaksanaan Pembelajaran (RPP) mata pelajaran Matematika kelas VI tentang materi Bangun Ruang adalah:
1) RPP ini berisi kompetensi inti, kompetensi dasar, indikator pencapaian kompetensi, tujuan pembelajaran, materi, metode, media, dan langkah pembelajaran mengenai bangun ruang.
2) Pembelajaran akan menggunakan model Problem Based Learning dengan kegiatan diskusi,",76,10,Hadianna S,"October 26, 2022",https://imgv2-2-f.scribdassets.com/img/document/603099192/298x396/f3f897acdc/0?v=1
423145898,RPP Matematika Adiwiyata,"[Ringkasan]

RPP ini membahas pelaksanaan pembelajaran matematika tentang operasi pecahan untuk siswa kelas 5 semester 1. Materi yang diajarkan antara lain penjumlahan, pengurangan, perkalian, dan pembagian pecahan biasa, desimal, dan persen beserta penerapannya dalam menyelesaikan masalah. Metode pembelajaran yang digunakan adalah tanya jawab, deduktif, dan latihan serta penilaian kompetensi menggunakan soal isian.",785,7,adhit,"August 25, 2019",https://imgv2-1-f.scribdassets.com/img/document/423145898/298x396/6b6b2b3100/0?v=1
709410553,RPP Matematika,RPP MATEMATIKA,4,7,rumiya280687,"February 29, 2024",https://imgv2-1-f.scribdassets.com/img/document/709410553/298x396/31d3dcb7e2/0?v=1
490267743,RPP Matematika Kelas X,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pelajaran Matematika tentang Bilangan Real untuk kelas 1 SMK dengan alokasi waktu 10 jam pelajaran. RPP ini berisi tujuan pembelajaran, indikator pencapaian kompetensi, metode pembelajaran, dan penilaian siswa.",0,58,diana filmayasari45,"January 10, 2021",https://imgv2-2-f.scribdassets.com/img/document/490267743/298x396/ff7ffb4690/0?v=1
344597701,RPP Matematika,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas perkuliahan Matematika untuk mahasiswa DIII Teknik Komputer di Politeknik Harapan Bersama Tegal. RPP ini menjelaskan dua pertemuan pertama yang membahas konsep dasar logika matematika seperti pengertian pernyataan deklaratif dan koneksi logika, serta kalimat berkuantor dan hukum logika. Metode pembelajarannya meliputi ceramah, tanya jawab, dan diskusi unt",83,14,Imam Bukhari,"April 9, 2017",https://imgv2-1-f.scribdassets.com/img/document/344597701/298x396/4672c23807/0?v=1
601510962,RPP Matematika,"Rencana pelaksanaan pembelajaran matematika kelas 4 SDN Mangkukusuman 5 ini membahas tentang standar kompetensi dan kompetensi dasar operasi hitung bilangan serta mengurutkan bilangan. Guru akan mengajarkan sifat-sifat operasi hitung seperti pertukaran, pengelompokan, dan penyebaran melalui ceramah, diskusi, dan tugas. Penilaian dilakukan dengan mengevaluasi pemecahan masalah operasi hitung dan mengurutkan bil",11,8,Rudy Esperto Di Pianoforte,"October 19, 2022",https://imgv2-2-f.scribdassets.com/img/document/601510962/298x396/0957c96ac8/0?v=1
433217760,RPP Matematika SLB,"Rangkuman dokumen RPP Materi Perbandingan dan Skala Kelas VII K13 dalam 3 kalimat:
1. Dokumen ini merupakan rencana pelaksanaan pembelajaran mata pelajaran matematika tentang materi perbandingan dan skala untuk kelas VII.
2. Materi akan diajarkan dalam 2 pertemuan menggunakan metode saintifik dan kontekstual serta berfokus pada pengertian, contoh, dan penerapan konsep perbandingan senilai dan berbal",137,14,Ahya Udin,"November 3, 2019",https://imgv2-2-f.scribdassets.com/img/document/433217760/298x396/77bed7db82/0?v=1
602329833,RPP Matematika 1 A,Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pelajaran Matematika kelas I tentang membedakan berbagai bentuk bangun datar dan mewarnainya sesuai warna. Guru akan memberikan contoh gambar bangun datar dan menugaskan siswa untuk menuliskan dan mewarnainya. Siswa dievaluasi berdasarkan kemampuannya mewarnai bangun datar sesuai warna.,0,2,AsriLa Novirma,"October 23, 2022",https://imgv2-2-f.scribdassets.com/img/document/602329833/298x396/d3b19c21bc/0?v=1
825034401,rpp MATEMATIKA,"RPP ini untuk mata pelajaran Matematika di SDN 12 Ronggurnihuta pada tahun ajaran 2024/2025, dengan fokus pada materi bangun datar, khususnya segitiga. Tujuan pembelajaran mencakup pengenalan jenis-jenis bangun datar, menghitung keliling dan luas, serta aplikasi dalam kehidupan sehari-hari. Metode pembelajaran meliputi pembelajaran langsung, diskusi kelompok, dan permainan edukatif, dengan penilaian yang mencakup sikap, pengetahuan, dan keterampilan siswa.",0,3,sfriska988,"February 7, 2025",https://imgv2-1-f.scribdassets.com/img/document/825034401/298x396/d105cc6b9f/0?v=1
358583021,RPP Matematika Umi,"Rencana pelaksanaan pembelajaran ini membahas penerapan teori belajar Dienes dalam pembelajaran matematika SD kelas 1 tentang pengurutan bilangan. Pembelajaran dilaksanakan dalam 2 x 35 menit dan mencakup kegiatan awal, inti, dan penutup serta menggunakan metode ceramah, tanya jawab, demonstrasi, dan penugasan.",72,4,,"September 11, 2017",https://imgv2-1-f.scribdassets.com/img/document/358583021/298x396/7948d540b7/0?v=1
423791201,RPP Matematika Wajib.,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pembelajaran tentang eksponen dan logaritma di SMA kelas X semester 1. RPP ini menjelaskan kompetensi dasar, indikator pencapaian, tujuan pembelajaran, materi, model pembelajaran, langkah-langkah kegiatan, dan penilaian hasil belajar.",67,12,Galuh Supra,"August 30, 2019",https://imgv2-2-f.scribdassets.com/img/document/423791201/298x396/b1c75970ba/0?v=1
546528808,RPP Matematika,"Dokumen tersebut merupakan rencana pelaksanaan pembelajaran (RPP) mata pelajaran matematika kelas 4 tentang materi faktor bilangan. RPP tersebut memuat tujuan pembelajaran untuk memahami pengertian faktor bilangan, kegiatan pembelajaran yang terdiri atas pembukaan, inti, dan penutup, serta penilaian proses dan hasil belajar peserta didik.",0,3,Erna Novita Sari,"December 13, 2021",https://imgv2-1-f.scribdassets.com/img/document/546528808/298x396/951d2f5812/0?v=1
521586420,RPP Matematika,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang pembelajaran barisan dan deret di kelas XII MIPA 3. Materi ajarannya meliputi konsep barisan dan deret aritmatika, serta cara menentukan suku ke-n pada barisan aritmatika. Pembelajarannya menggunakan model pembelajaran pencapaian konsep dan pendekatan saintifik, melalui diskusi kelompok dan penyelesaian soal. Penilaian kompetensi siswa meliputi s",45,9,Saksi Tarigan,"August 25, 2021",https://imgv2-1-f.scribdassets.com/img/document/521586420/298x396/a9cc47bc35/0?v=1
157294658,RPP Matematika SMP,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang materi jarak pada ruang dimensi tiga untuk siswa kelas X SMA Negeri 6 Semarang. RPP ini menjelaskan tujuan pembelajaran untuk memahami konsep jarak dan menentukan jarak titik ke titik, titik ke garis, dan titik ke bidang dalam ruang. Pembelajaran dilaksanakan dengan pendekatan kontekstual, metode ceramah, diskusi dan tanya jawab, serta model pem",138,12,Farid Hidayat,"July 31, 2013",https://imgv2-1-f.scribdassets.com/img/document/157294658/298x396/810056f15f/0?v=1
291816336,RPP Matematika SMK Trigonometri,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas perencanaan pembelajaran mata pelajaran Matematika untuk kelas XI semester 3 yang mencakup materi trigonometri, koordinat, aturan sinus dan kosinus, serta luas segitiga.""",862,15,Hairul Anam,"December 1, 2015",https://imgv2-1-f.scribdassets.com/img/document/291816336/298x396/0d38e15d17/0?v=1
463368493,RPP MATEMATIKA Hindun,"RPP IPA Kelas 6 SD ini membahas tentang standar kompetensi memahami faktor penyebab perubahan. Kompetensi dasar mengidentifikasi faktor-faktor yang menentukan pemilihan bahan untuk tujuan tertentu seperti karet, logam, kayu dan plastik. Tujuan pembelajaran antara lain agar siswa dapat memahami sifat-sifat bahan dan kegunaannya dalam kehidupan sehari-hari.",30,12,Eko Saputra,"May 28, 2020",https://imgv2-2-f.scribdassets.com/img/document/463368493/298x396/7cce7842f0/0?v=1
720144085,RPP Matematika,"Dokumen ini merupakan rencana pelaksanaan pembelajaran (RPP) mata pelajaran matematika kelas 4 tentang bilangan pangkat dua dan akar pangkat dua. RPP ini memuat tujuan pembelajaran untuk memahami bilangan pangkat dua dan akar pangkat dua serta menghitungnya. Kegiatan pembelajaran terdiri dari pendahuluan, inti, dan penutup yang mencakup mengamati, menanya, menalar, dan mengomunikasikan. Penilaian",0,1,Siska Sari Oktapia,"April 4, 2024",https://imgv2-2-f.scribdassets.com/img/document/720144085/298x396/d8a060deb5/0?v=1
691849376,RPP Matematika PJBL,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pelaksanaan pembelajaran matematika tentang jaring-jaring bangun ruang kubus untuk siswa kelas V di SD Gondosari. RPP ini menjelaskan kompetensi dasar, tujuan pembelajaran, metode pembelajaran, langkah-langkah kegiatan belajar mengajar, dan penilaian pembelajaran. Kegiatan utamanya adalah proyek membuat jaring-jaring kubus yang dilakukan",0,7,viona rizki,"December 12, 2023",https://imgv2-1-f.scribdassets.com/img/document/691849376/298x396/4b95e25e27/0?v=1
866773474,Rpp Matematika Fix,"RPP ini dirancang untuk pembelajaran matematika di SMP Negeri 5 Ciamis dengan fokus pada menghitung volume bangun ruang tabung. Tujuan pembelajaran mencakup pengenalan bangun tabung, rumus luas permukaan, dan penerapan dalam konteks kehidupan sehari-hari. Metode yang digunakan adalah pendekatan berdiferensiasi dengan model Discovery Based Learning dan melibatkan diskusi serta refleksi dalam proses pembelajaran.",0,5,kumpulanfileyuni,"May 25, 2025",https://imgv2-2-f.scribdassets.com/img/document/866773474/298x396/2232891570/0?v=1
867180779,RPP matematika rama,"Dokumen ini adalah Rencana Pelaksanaan Pembelajaran (RPP) untuk kelas III di UPTD SD Negeri Bonipoi 2, yang berfokus pada pembelajaran matematika mengenai sifat-sifat operasi hitung pada bilangan cacah. RPP ini mencakup tujuan pembelajaran, kompetensi dasar, metode pembelajaran, serta langkah-langkah kegiatan yang melibatkan diskusi kelompok dan penggunaan media pembelajaran seperti video dan PowerPoint. Penilaian dilakukan melalui observasi sikap dan tes tertulis untuk mengevaluasi pemahaman peserta didik.",0,19,Rizki Zulfitri,"May 26, 2025",https://imgv2-1-f.scribdassets.com/img/document/867180779/298x396/d5295ccf2a/0?v=1
520798041,RPP Matematika 4,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pembelajaran matematika kelas IV SD/MI tentang materi pecahan. RPP ini menjelaskan kompetensi dasar, indikator, tujuan pembelajaran, materi, pendekatan, strategi, metode, kegiatan pembelajaran, dan penilaian hasil belajar siswa dalam memahami konsep pecahan. Pembelajaran akan dilaksanakan dalam 25 jam pelajaran dengan pendekatan saintifik dan model pembelajaran kooper",0,10,sdn1 bagorejosrono,"August 19, 2021",https://imgv2-2-f.scribdassets.com/img/document/520798041/298x396/f20787d133/0?v=1
429137107,RPP Matematika Kelas 6,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pelajaran matematika tentang operasi hitung campuran untuk siswa kelas VI SDN Panancangn 3 Kota Serang. RPP ini merencanakan 8 pertemuan pembelajaran yang mencakup penjelasan dan latihan soal tentang operasi hitung campuran serta pemecahan masalah yang melibatkan bilangan cacah, pecahan, dan desimal. Tujuan pembelajaran adalah agar siswa dapat menentukan bentuk operasi hitung",0,15,Anonymous wWh55VyYaP,"October 7, 2019",https://imgv2-2-f.scribdassets.com/img/document/429137107/298x396/a8492ad4ca/0?v=1
627298009,RPP Matematika Lingkaran,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang pembelajaran matematika di kelas VIII tentang lingkaran, termasuk mengenal lingkaran, menurunkan rumus keliling dan luas lingkaran, serta hubungan antara sudut pusat dan sudut keliling.",0,5,Rosita Widiary,"February 22, 2023",https://imgv2-2-f.scribdassets.com/img/document/627298009/298x396/58d905a270/0?v=1
645227228,RPP Matematika Tesa (A1g021032),Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang pembelajaran matematika di SD N 063/XI Koto Padang untuk kelas II semester 1. Materi yang diajarkan adalah menentukan bilangan cacah berdasarkan nilai tempat dengan menggunakan model konkret dan video. Tujuan pembelajaran adalah agar siswa dapat memahami konsep bilangan cacah dan nilai tempat serta mampu mengerjakan soal-soal terkait. Metode pembelaj,13,6,Tesa Yuliana,"May 14, 2023",https://imgv2-2-f.scribdassets.com/img/document/645227228/298x396/9c1bbf264a/0?v=1
559819984,Pertemuan 1 RPP Matematika,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pertemuan pertama pelajaran Matematika kelas IX tentang materi Perpangkatan dan Bentuk Akar. Tujuan pembelajaran adalah memahami konsep Bilangan Berpangkat dan mengidentifikasi Pengertian Bilangan Berpangkat serta Menggunakan notasi pangkat. Kegiatan pembelajaran terdiri dari pendahuluan, inti, dan penutup dengan menggunakan pendekatan saintifik dan metode literasi, eksper",23,2,Padli,"February 18, 2022",https://imgv2-2-f.scribdassets.com/img/document/559819984/298x396/f81353978c/0?v=1
481748755,RPP Matematika Daring,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pembelajaran daring tentang materi perbandingan senilai untuk siswa kelas XII SLB Negeri Pandaan. RPP ini menjelaskan tujuan pembelajaran, kegiatan pembelajaran yang meliputi pendahuluan, inti, dan penutup, serta penilaian hasil belajar berupa tes tertulis dan presentasi daring.",0,1,QonitaDeev,"October 27, 2020",https://imgv2-1-f.scribdassets.com/img/document/481748755/298x396/f5e192660b/0?v=1
772470003,RPP MATEMATIKA PPL,CONTOH RPP MATEMATIKA,0,10,wulanwidasari55,"September 24, 2024",https://imgv2-1-f.scribdassets.com/img/document/772470003/298x396/b9f1403dbe/0?v=1
714667924,RPP Matematika ACC,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang pelajaran matematika di SDN 5 KOMET untuk menghitung volume prisma segitiga. RPP ini menjelaskan kompetensi dasar, tujuan pembelajaran, materi pelajaran, metode pembelajaran, dan kegiatan pembelajaran yang mencakup pendahuluan, inti, dan penutup. Kegiatan inti meliputi orientasi masalah, mengorganisasi siswa dalam kelompok, membimbing penyelid",13,24,Riezz angga,"March 18, 2024",https://imgv2-2-f.scribdassets.com/img/document/714667924/298x396/fcc4b351ae/0?v=1
214783147,Rpp Matematika SMA,RPP matematika,133,15,,"March 27, 2014",https://imgv2-1-f.scribdassets.com/img/document/214783147/298x396/537a9f1409/0?v=1
548237829,RPP Matematika Kelas 8,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pembelajaran daring matematika tentang pola bilangan dan konfigurasi obyek untuk siswa kelas VIII SMP Muhammadiyah Sinar Fajar melalui media online seperti WhatsApp dan Messenger dengan membentuk kelompok kecil, memberikan penugasan, dan menilai sikap, pengetahuan, serta keterampilan siswa.",0,15,Desti,"December 19, 2021",https://imgv2-2-f.scribdassets.com/img/document/548237829/298x396/df42ff83aa/0?v=1
484145891,RPP Matematika Luring,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pelajaran Matematika tentang Bilangan Bulat dan Pecahan untuk siswa kelas VII SMP Negeri 18 Baubau. RPP ini menjelaskan tujuan pembelajaran, media dan sumber belajar yang digunakan, langkah-langkah pembelajaran meliputi kegiatan pendahuluan, inti dan penutup, serta penilaian hasil pembelajaran.",0,1,rois wahdiyah,"November 13, 2020",https://imgv2-2-f.scribdassets.com/img/document/484145891/298x396/d304b04d2b/0?v=1
369920569,RPP Matematika Kelas V,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang pembelajaran satuan jarak dan kecepatan di SD Negeri 1 Banyuasri untuk siswa kelas V. RPP ini menjelaskan standar kompetensi, indikator pencapaian, tujuan pembelajaran, materi ajar, metode pembelajaran, langkah-langkah pembelajaran, sumber belajar, dan penilaian siswa.",53,9,Komang Agus Darmawan,"January 24, 2018",https://imgv2-2-f.scribdassets.com/img/document/369920569/298x396/1841e807a8/0?v=1
417466706,RPP Matematika Kelas 7,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang pelajaran Matematika kelas VII tentang operasi hitung bilangan bulat, yang mencakup tujuan pembelajaran menghitung kuadrat, pangkat tiga, akar kuadrat dan akar pangkat tiga bilangan bulat, serta mengadakan ulangan harian. Pembelajaran dilakukan secara kelompok dengan model discovery learning dan penilaian dilakukan melalui tes tertulis.",46,36,Sri Fatmah,"July 15, 2019",https://imgv2-1-f.scribdassets.com/img/document/417466706/298x396/b1038d4834/0?v=1
760646960,RPP MATEMATIKA VII,RPP MATEMATIKA KELAS VII,0,5,niharukmana12,"August 20, 2024",https://imgv2-1-f.scribdassets.com/img/document/760646960/298x396/6776856013/0?v=1
697615777,RPP Matematika Statistik,"1. Rencana pembelajaran mata pelajaran matematika statistika untuk kelas VIII semester 2.
2. Materi pokok pembelajaran meliputi penyajian data, rata-rata, median, modus, analisis data, pengambilan keputusan dan prediksi. 
3. Langkah-langkah pembelajaran meliputi pembukaan, penyampaian materi, diskusi, latihan soal dan penutupan.",8,5,Kamsuri S. Pd,"January 9, 2024",https://imgv2-2-f.scribdassets.com/img/document/697615777/298x396/0c6250e35f/0?v=1
433900847,RPP Matematika 4,"Rencana pelaksanaan pembelajaran (RPP) ini membahas tentang menyelesaikan masalah sehari-hari yang berkaitan dengan faktor persekutuan terbesar (FPB) dan kelipatan persekutuan terkecil (KPK) untuk siswa kelas 4 SD. RPP ini menjelaskan tujuan, materi, metode pembelajaran interaktif, dan penilaian siswa berupa tes tertulis dan penugasan kelompok untuk menyelesaikan soal cerita matematika tentang FPB",47,6,Lesa Mondiace,"November 7, 2019",https://imgv2-1-f.scribdassets.com/img/document/433900847/298x396/b18e390d7a/0?v=1
611454167,RPP Matematika 2022,"Rencana pelaksanaan pembelajaran (RPP) ini membahas tentang pelajaran matematika untuk siswa kelas 3 tentang bilangan 1.000 sampai 10.000. RPP ini bertujuan agar siswa dapat membaca, menulis, menjumlahkan, mengurangkan, mengalikan, dan membagikan bilangan tersebut dengan menggunakan nilai tempat. Kegiatan pembelajaran terdiri dari pendahuluan, inti, dan penutup yang dilaksanakan dalam 3 pertemuan dengan",12,2,Lia Angraeni,"December 1, 2022",https://imgv2-1-f.scribdassets.com/img/document/611454167/298x396/4055a8847f/0?v=1
541901180,RPP Matematika XII,"RPP ini merencanakan pembelajaran matematika kelas XII tentang kaidah pencacahan, faktorial, permutasi dan kombinasi selama 3 pertemuan. Materi akan disampaikan melalui diskusi kelompok dan presentasi untuk meningkatkan pemahaman siswa. Kegiatan pembelajaran direncanakan meliputi pendahuluan, kegiatan inti, dan penutup untuk mencapai tujuan pembelajaran.",4,30,Abdul Wachid,"November 23, 2021",https://imgv2-1-f.scribdassets.com/img/document/541901180/298x396/c3a7f9933d/0?v=1
512114333,RPP Matematika Luring,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pembelajaran matematika tentang bilangan bulat di SDN 01 Panaragan Jaya Indah untuk kelas VI. RPP ini menjelaskan kompetensi dasar, tujuan pembelajaran, kegiatan pembelajaran, sumber belajar, dan penilaian siswa. Kegiatan pembelajaran meliputi penjelasan, diskusi kelompok, dan presentasi untuk menguasai konsep bilangan bulat negatif.",0,41,Mutmainnah Paharuddin,"June 17, 2021",https://imgv2-1-f.scribdassets.com/img/document/512114333/298x396/ccbc5d7bd3/0?v=1
567333297,RPP Berdeferensiasi Matematika,"Guru matematika menyusun rencana pelaksanaan pembelajaran (RPP) untuk materi barisan dan deret aritmetika di kelas XI. RPP tersebut mencakup tujuan pembelajaran, kegiatan pembelajaran yang diferensiasi berdasarkan kesiapan belajar siswa, dan penilaian hasil belajar.",148,10,IKA YUNITA,"March 30, 2022",https://imgv2-1-f.scribdassets.com/img/document/567333297/298x396/82b968c384/0?v=1
364167990,RPP Induksi Matematika,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang pembelajaran induksi matematika untuk siswa kelas XI SMAN 3 Bangkalan. RPP ini menjelaskan kompetensi yang akan dicapai, tujuan pembelajaran, metode dan model pembelajaran, sumber belajar, materi pembelajaran, dan kegiatan pembelajaran yang terdiri dari pendahuluan, kegiatan inti, dan penutup.",10,23,Meyrni Priangka Tanjung,"November 12, 2017",https://imgv2-1-f.scribdassets.com/img/document/364167990/298x396/a85e322813/0?v=1
715205526,RPP Matematika PDF,Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pembelajaran matematika tentang jaring-jaring kubus dan balok untuk siswa kelas 5. Materi akan diajarkan melalui proyek membuat jaring-jaring balok dari kertas karton dengan diskusi kelompok. Siswa diharapkan dapat menjelaskan dan membuat jaring-jaring balok setelah pembelajaran.,0,28,Dawan,"March 20, 2024",https://imgv2-2-f.scribdassets.com/img/document/715205526/298x396/9ff9bc4719/0?v=1
547386582,RPP Matematika 5,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas penjumlahan pecahan berbeda penyebut dengan menggunakan pendekatan Project Based Learning. Peserta didik akan mengamati video penjumlahan pecahan, membuat model pecahan, dan menyusun jadwal proyek penjumlahan pecahan untuk meningkatkan pemahaman dan kemampuan menyelesaikan masalah matematika.",72,9,Naila Fakhira Iskandar,"December 16, 2021",https://imgv2-1-f.scribdassets.com/img/document/547386582/298x396/af86393554/0?v=1
440650994,RPP SPLTV Matematika,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pembelajaran sistem persamaan linear tiga variabel untuk siswa kelas X selama 6 jam pelajaran. RPP ini menjelaskan kompetensi dasar, tujuan pembelajaran, materi, metode, dan langkah-langkah pembelajaran yang meliputi pendahuluan, kegiatan inti seperti memberikan stimulus berupa masalah kontekstual, mengidentifikasi masalah, mengumpulkan data, dan membuat model matemat",0,20,Ayuzela,"December 22, 2019",https://imgv2-1-f.scribdassets.com/img/document/440650994/298x396/ac34c0a17b/0?v=1
176875674,Format RPP Matematika SMP,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang pembelajaran mata pelajaran matematika untuk siswa kelas VII SMP Negeri di Ngawi. RPP ini menjelaskan kompetensi dasar, tujuan pembelajaran, materi, metode, sumber belajar, langkah pembelajaran, dan penilaian siswa.",72,9,Slamet Winarno,"October 17, 2013",https://imgv2-2-f.scribdassets.com/img/document/176875674/298x396/a27a419f53/0?v=1
771211868,RPP Matematika,rpp,0,5,Rina Maryani,"September 20, 2024",https://imgv2-2-f.scribdassets.com/img/document/771211868/298x396/8af073b917/0?v=1
609697377,RPP Matematika Kelas 2,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang pembelajaran matematika di kelas 2 SDN 125 OKU. Pembelajaran ini bertujuan agar siswa dapat memecahkan operasi hitung pembagian dengan benar dan mengatasi masalah pembagian dalam kehidupan sehari-hari. Kegiatan pembelajaran meliputi pendahuluan, inti, dan penutup yang menerapkan pendekatan saintifik dan model problem based learning.",0,6,Ana Merya Fanisya,"November 23, 2022",https://imgv2-2-f.scribdassets.com/img/document/609697377/298x396/4168157418/0?v=1
728349416,RPP Matematika Kubus Balok,"Rencana pelaksanaan pembelajaran mata pelajaran matematika tentang kubus dan balok di SDI LABANG PUNI kelas 6 ini membahas tujuan pembelajaran yaitu memahami, menghitung, dan menyelesaikan masalah kubus dan balok. Kegiatan pembelajarannya mencakup pendahuluan, inti yang meliputi diskusi, tanya jawab, berpikir kritis, latihan soal, dan presentasi, serta penutup berupa refleksi. Penilaian dilak",13,3,John Dasilva,"May 1, 2024",https://imgv2-1-f.scribdassets.com/img/document/728349416/298x396/fb1262f5f7/0?v=1
734924756,RPP Matematika,"RPP ini membahas tentang pelaksanaan pembelajaran di SDN Nambakan kelas VI semester 1 tentang topik persatuan dalam perbedaan mata pelajaran matematika. RPP ini menjelaskan kompetensi, indikator, tujuan, materi, metode, media yang digunakan dalam pembelajaran tersebut.",1,15,Roji,"May 22, 2024",https://imgv2-2-f.scribdassets.com/img/document/734924756/298x396/504f526549/0?v=1
579684050,RPP Matematika Pecahan Senilai,"1. RPP ini membahas pelajaran matematika tentang pecahan senilai untuk siswa kelas 4 SD.
2. Materi akan menjelaskan arti pecahan senilai dan memberikan contoh pecahan mana saja yang termasuk senilai. 
3. Penilaian akan menilai pemahaman siswa melalui tes tulis dan lisan serta kinerja.",74,6,Eko Wiyono,"June 25, 2022",https://imgv2-1-f.scribdassets.com/img/document/579684050/298x396/3588e35dae/0?v=1
289487183,RPP Matematika Kelas 9.,"Rencana pelaksanaan pembelajaran (RPP) ini membahas tentang materi bilangan berpangkat dan operasi aljabar yang melibatkan bilangan berpangkat untuk pelajaran matematika kelas 9. RPP ini mencakup kompetensi inti, kompetensi dasar, indikator pencapaian kompetensi, materi pembelajaran, kegiatan pembelajaran, dan alokasi waktu selama 6 pertemuan.",780,30,Charlota Joselien Ngangi,"November 12, 2015",https://imgv2-1-f.scribdassets.com/img/document/289487183/298x396/84bb846b55/0?v=1
80454288,RPP Matematika Portofolio,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pelaksanaan pembelajaran mata pelajaran matematika untuk siswa kelas VI SD Negeri 2 Tuban selama 3 pertemuan. Materi yang diajarkan adalah operasi hitung bilangan bulat, termasuk operasi campuran, faktor prima, dan bilangan bulat positif dan negatif. Metode pembelajaran yang digunakan adalah games, diskusi, dan tugas individu.",99,4,Wargito Fabyansyah,"February 4, 2012",https://imgv2-1-f.scribdassets.com/img/document/80454288/298x396/fa6dff428a/0?v=1
672514928,RPP Matematika,Rencana Pelaksanaan Pembelajaran ini membahas tentang pembelajaran pecahan sederhana untuk siswa kelas 3 SD. Pembelajaran akan dilaksanakan dalam 4 pertemuan dengan menggunakan pendekatan saintifik dan model RME. Siswa akan belajar mengenali dan menghitung pecahan sederhana melalui video dan membuat produk pop-up book.,11,29,misguppi minanga,"September 20, 2023",https://imgv2-1-f.scribdassets.com/img/document/672514928/298x396/338ecc71a4/0?v=1
857569427,RPP MATEMATIKA,"Dokumen ini adalah Rencana Pelaksanaan Pembelajaran (RPP) untuk mata pelajaran Matematika kelas VI di UPT SD Negeri 14 Rumbia, yang berfokus pada operasi hitung pecahan. RPP mencakup standar kompetensi, kompetensi dasar, indikator, tujuan pembelajaran, materi ajar, metode pembelajaran, serta langkah-langkah pembelajaran yang meliputi kegiatan awal, inti, dan akhir. Penilaian dilakukan melalui teknik tes dan non-tes dengan bentuk isian.",0,2,Mirna Wati,"May 5, 2025",https://imgv2-1-f.scribdassets.com/img/document/857569427/298x396/35e98d05e1/0?v=1
622176196,RPP Matematika,Rencana pelaksanaan pembelajaran ini membahas pengurangan pecahan dengan persen untuk siswa kelas 5 SDN Lenteng Agung 09. Materi akan dijelaskan guru dan diberikan latihan soal kepada siswa untuk mengidentifikasi pemahaman tentang pengurangan pecahan dengan persen. Penilaian akan dilakukan melalui tes tertulis.,0,3,Asep Saputra,"January 27, 2023",https://imgv2-2-f.scribdassets.com/img/document/622176196/298x396/972c8f7828/0?v=1
291508325,RPP Matematika Kelas X,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pembelajaran matematika untuk siswa kelas X di SMK IT Zunurain Aqila Zahra. Materi yang diajarkan adalah operasi bilangan real dan konversi bilangan, dengan tujuan agar siswa dapat mengoperasikan dan mengonversi bilangan real. Pembelajaran dilakukan dengan metode ceramah, diskusi, dan tugas individu maupun kelompok selama dua pertemuan.",171,9,,"November 28, 2015",https://imgv2-1-f.scribdassets.com/img/document/291508325/298x396/24471906c9/0?v=1
